Filename, Energy, Contrast, Homogenity, IDM, Entropy, Mean1, Cluster Shade, Cluster Prominence, Shapes Detected, Circle, Triangle, Rectangle, Irregular Small, Irregular Large, Circle Area, Triangle Area, Rectangle Area, Irreg. S. Area, Irreg. L Area,Disease
20180707-IMG_1644__3,0.970118,1.054463,0.992745,0.005524,0.062604,0.291073,1752.954346,99141.92969,36,3,0,2,30,1,0,inf,1052,1225.216675,18915,Gray Leaf Spot
20180707-IMG_1648__0,0.577364,18.719561,0.901576,0.088229,0.821357,6.468379,67228.54688,5284375,185,24,0,0,153,8,0,#NAME?,inf,1938.95752,24320.6875,Maydis Leaf Blight
20180707-IMG_1648__1,0.568863,14.271543,0.903212,0.09102,0.820019,6.075218,49622.35938,3443859.25,150,17,0,1,118,14,0,inf,29017,1492.326294,28555.35742,Maydis Leaf Blight
20180707-IMG_1648__2,0.597515,16.160089,0.905266,0.084865,0.776752,5.717714,50612.79688,3682051,192,25,0,0,155,12,0,#NAME?,inf,1746.816162,31456.75,Maydis Leaf Blight
20180707-IMG_1648__3,0.595471,12.925906,0.905171,0.08292,0.787857,4.759589,32483.58984,2123841.5,120,17,0,0,88,15,0,#NAME?,inf,1840.880737,33467.83203,Maydis Leaf Blight
20180707-IMG_1649__0,0.470346,12.791953,0.899855,0.108848,0.999257,6.479465,48530.57422,3435496,126,18,0,1,98,9,0,inf,20810.5,2054.459229,16758.72266,Maydis Leaf Blight
20180707-IMG_1649__1,0.46079,11.220964,0.889963,0.11386,0.989241,6.071153,30286.0332,1684418.25,149,2,0,1,132,14,0,inf,1422,1856.625,23950.14258,Maydis Leaf Blight
20180707-IMG_1649__2,0.433642,31.250267,0.863917,0.129304,1.133381,10.592422,149119,13882228,201,30,0,0,155,16,0,#NAME?,inf,2045.287109,20855.9375,Maydis Leaf Blight
20180707-IMG_1649__3,0.596159,8.610115,0.916889,0.083202,0.737796,4.491476,22723.54102,1252548,131,8,1,1,107,14,465.5625,1921,13785.5,1854.602783,19128.64258,Maydis Leaf Blight
20180707-IMG_1650__0,0.718344,15.536773,0.946072,0.052652,0.51928,5.849802,96493.84375,9143585,99,10,0,0,75,14,0,#NAME?,inf,2339.526611,26233.42773,Maydis Leaf Blight
20180707-IMG_1650__1,0.786049,11.313856,0.961715,0.038069,0.39672,4.567017,79716.40625,7717288.5,60,8,0,0,41,11,0,#NAME?,inf,2956.170654,17214.5918,Maydis Leaf Blight
20180707-IMG_1650__2,0.788763,9.722401,0.957559,0.040645,0.39418,3.810606,49967.06641,4209376,100,15,0,1,74,10,0,inf,29820.5,2556.439209,15916.40039,Maydis Leaf Blight
20180707-IMG_1650__3,0.733065,15.434496,0.944339,0.049909,0.491481,5.079278,74009.3125,6565265,139,15,1,0,110,13,123,0,inf,2179.077393,19837.73047,Maydis Leaf Blight
20180707-IMG_1651__0,0.924067,4.276084,0.982227,0.014993,0.153862,1.148051,13170.80078,1031611.625,67,4,0,1,61,1,0,inf,7377.5,1668.196777,20055.5,Gray Leaf Spot
20180707-IMG_1651__1,0.93286,3.081076,0.985853,0.012918,0.135831,0.978754,9656.146484,703115.6875,58,4,0,1,51,2,0,inf,7218,1206.107788,39375,Gray Leaf Spot
20180707-IMG_1651__2,0.935646,4.639985,0.982891,0.013028,0.134362,0.980059,12693.82324,1056948.5,87,12,0,1,73,1,0,inf,18841,1334.650635,10087.5,Gray Leaf Spot
20180707-IMG_1651__3,0.934817,4.423062,0.983816,0.013106,0.135219,1.025538,13035.03711,1076862,75,7,0,0,67,1,0,#NAME?,inf,1899.902954,10593.5,Gray Leaf Spot
20180707-IMG_1652__0,0.541765,24.937023,0.871327,0.098652,0.94301,5.644759,49440.72656,3827646.5,92,11,1,1,59,20,75.63636,2290,24650.5,2084.74585,31384.625,Maydis Leaf Blight
20180707-IMG_1652__1,0.74148,70.455246,0.908686,0.047471,0.59722,6.727813,279575.4375,44797504,155,12,1,1,122,19,723.125,7679.5,25630.5,1736.67627,18279.42188,Maydis Leaf Blight
20180707-IMG_1652__2,0.443993,35.656574,0.824506,0.120187,1.169914,6.325084,50869.40234,3894602.25,82,5,0,1,68,8,0,inf,10860,1879.625,35511.375,Maydis Leaf Blight
20180707-IMG_1652__3,0.74916,19.357239,0.923084,0.050042,0.535229,3.317277,38655.83203,3327834.5,148,8,0,1,124,15,0,inf,12762.5,2041.677368,16539.86719,Maydis Leaf Blight
20180707-IMG_1653__0,0.821912,6.804315,0.968641,0.028936,0.312511,3.013122,34338.93359,2647732.75,79,8,0,1,60,10,0,inf,23267.5,2172.341553,20998.5,Maydis Leaf Blight
20180707-IMG_1653__1,0.98381,0.444532,0.995995,0.002817,0.034596,0.132687,680.33844,35473.70703,25,1,0,1,22,1,0,inf,1085,777.886353,12915,Maydis Leaf Blight
20180707-IMG_1653__2,0.781471,10.833303,0.957296,0.039074,0.386638,4.060394,56467.86719,4814720,110,7,0,1,87,15,0,inf,12245,2159.574707,18902.30078,Maydis Leaf Blight
20180707-IMG_1653__3,0.712303,11.278491,0.947958,0.051452,0.497029,5.174923,61121.64844,4829880,89,5,0,0,69,15,0,#NAME?,inf,2126.768066,33613.76563,Maydis Leaf Blight
20180707-IMG_1655__0,0.921422,5.541859,0.980229,0.014961,0.158327,1.221972,15981.70215,1333103.5,113,15,0,2,94,2,0,inf,6383.5,1225.117065,11706,Maydis Leaf Blight
20180707-IMG_1655__1,0.655872,31.637735,0.921689,0.073942,0.625845,8.561562,199634.9063,22125218,169,8,0,0,141,20,0,#NAME?,inf,2201.049561,18781.17578,Maydis Leaf Blight
20180707-IMG_1655__2,0.941468,4.147816,0.984466,0.011575,0.121589,0.870932,11251.96387,932494.5,101,11,0,0,89,1,0,#NAME?,inf,1115.522461,10728,Maydis Leaf Blight
20180707-IMG_1655__3,0.515693,60.726799,0.870676,0.11071,0.876947,12.476088,299557.25,33655856,229,13,1,1,190,24,721.192322,6095,26737,1750.797363,21240.10352,Maydis Leaf Blight
20180707-IMG_1656__0,0.232578,116.992523,0.752795,0.193432,1.753897,30.161045,1286641.625,207432768,95,6,0,0,77,12,0,#NAME?,inf,1972.246704,24013.625,Maydis Leaf Blight
20180707-IMG_1656__1,0.72092,21.906183,0.931709,0.05645,0.544261,5.828277,108072.1484,10896412,149,17,0,0,114,18,0,#NAME?,inf,2083.592041,22527.16602,Maydis Leaf Blight
20180707-IMG_1656__2,0.538347,30.221048,0.891314,0.096474,0.886977,10.145497,172739.8906,16793266,166,23,0,0,126,17,0,#NAME?,inf,1780.460327,34604.55859,Maydis Leaf Blight
20180707-IMG_1656__3,0.17434,91.661156,0.7858,0.215036,1.795318,40.579315,1997295.75,328727904,92,11,0,1,75,5,0,inf,19120,2057.686768,24472.30078,Maydis Leaf Blight
20180707-IMG_1657__0,0.768329,19.986923,0.935109,0.047582,0.46369,4.261211,70707.48438,6778357.5,243,34,0,0,202,7,0,#NAME?,inf,1808.782227,14278.57129,Maydis Leaf Blight
20180707-IMG_1657__1,0.750688,14.989444,0.932353,0.051036,0.492917,3.79089,43107.44922,3451739,206,15,0,1,175,15,0,inf,19844.5,1676.105713,15834.33301,Maydis Leaf Blight
20180707-IMG_1657__2,0.36551,147.362518,0.775168,0.146219,1.425274,23.317156,1100341.25,182867760,139,14,0,0,107,18,0,#NAME?,inf,2304.5,33211.97266,Maydis Leaf Blight
20180707-IMG_1657__3,0.776026,16.006313,0.938263,0.045742,0.438181,3.555734,45020.72266,3757340.75,221,13,0,0,198,10,0,#NAME?,inf,1667.472168,13094.5,Maydis Leaf Blight
20180707-IMG_1658__0,0.477065,51.069332,0.878187,0.112022,0.950082,14.423641,348027.625,39276876,146,6,0,0,119,21,0,#NAME?,inf,2554.857178,21598.35742,Gray Leaf Spot
20180707-IMG_1658__1,0.765529,12.285238,0.953808,0.04267,0.42925,4.668211,71633.88281,6468452,78,10,0,0,54,14,0,#NAME?,inf,2254.5,21926.46484,Gray Leaf Spot
20180707-IMG_1658__2,0.939676,3.729498,0.986498,0.010768,0.121963,0.984858,13214.78516,1108963.25,76,15,0,1,59,1,0,inf,16523,1389.63562,28064.5,Gray Leaf Spot
20180707-IMG_1658__3,0.724359,18.049631,0.945668,0.05064,0.491041,6.26726,123387.4453,12537520,129,26,0,0,88,15,0,#NAME?,inf,2780.51709,18982.76758,Gray Leaf Spot
20180707-IMG_1659__0,0.86145,8.005633,0.973853,0.0232,0.250003,2.711915,44978.02344,4169680,107,22,0,1,82,2,0,inf,45013,2316.60376,28536.5,Gray Leaf Spot
20180707-IMG_1659__1,0.919005,5.734764,0.979998,0.015052,0.158606,1.28013,17896.81836,1533898.375,123,12,0,1,110,0,0,inf,13618,1373.490967,#NAME?,Gray Leaf Spot
20180707-IMG_1659__2,0.407184,220.957001,0.770183,0.128592,1.032323,15.93869,597362.75,84273704,32,2,1,0,26,3,1307549.5,0,inf,1802.826904,55204,Gray Leaf Spot
20180707-IMG_1659__3,0.897919,7.609524,0.973492,0.019875,0.198441,1.631433,23465.14258,2044649.125,147,16,0,0,131,0,0,#NAME?,inf,1375.656494,#NAME?,Gray Leaf Spot
20180707-IMG_1661__0,0.987312,3.426428,0.996151,0.002254,0.02947,0.271709,10161.55371,1428377,12,2,0,0,9,1,0,#NAME?,inf,2296.777832,12144.5,Philippine Downy Mildew
20180707-IMG_1661__1,0.291037,78.352837,0.85215,0.157353,1.460695,31.450745,1740757.625,308276192,54,1,0,0,48,5,0,#NAME?,inf,897.822937,25082.19922,Philippine Downy Mildew
20180707-IMG_1661__2,0.986868,1.125505,0.99651,0.002683,0.032371,0.215693,3177.825684,285249.7813,3,0,0,0,2,1,#NAME?,#NAME?,#NAME?,1143,27046.5,Philippine Downy Mildew
20180707-IMG_1661__3,0.924781,27.561628,0.974605,0.013785,0.148108,1.433886,50945.46094,7078001.5,30,0,0,2,22,6,#NAME?,inf,0,1229.363647,19174.66602,Philippine Downy Mildew
20180707-IMG_1662__0,0.201865,35.277626,0.84378,0.194851,1.699795,26.681822,1012283.688,164007136,18,0,1,0,16,1,inf,0,#NAME?,1898.5625,32326.5,Philippine Downy Mildew
20180707-IMG_1662__1,0.163341,18.387108,0.774433,0.241345,1.716721,12.181098,69317.74219,4344294,96,1,0,0,91,4,0,#NAME?,inf,1495.181274,17633,Philippine Downy Mildew
20180707-IMG_1662__2,0.286949,73.699196,0.842861,0.167674,1.506811,26.179935,1286679.5,223856832,35,0,0,1,33,1,#NAME?,inf,0,1074.848511,79331.5,Philippine Downy Mildew
20180707-IMG_1662__3,0.38667,3.986812,0.912723,0.125782,1.046516,8.375242,42708.13281,2355444.5,24,1,0,0,20,3,0,#NAME?,inf,1633.675049,25520.33398,Philippine Downy Mildew
20180707-IMG_1663__0,0.680093,22.158373,0.891936,0.063521,0.668472,3.534294,27291.19922,1914655.25,31,1,0,0,27,3,0,#NAME?,inf,1538.5,44591.16797,Philippine Downy Mildew
20180707-IMG_1663__1,0.761356,11.915893,0.955539,0.045521,0.460797,5.602231,114015.5781,12022015,18,0,0,1,15,2,#NAME?,inf,0,1840.900024,12276.75,Philippine Downy Mildew
20180707-IMG_1663__2,0.522697,7.173532,0.900143,0.102379,0.857749,6.138046,32935.11719,1804309.25,75,0,0,0,68,7,#NAME?,#NAME?,#NAME?,1045.830933,31919.35742,Philippine Downy Mildew
20180707-IMG_1663__3,0.610584,82.77475,0.902646,0.061811,0.637344,11.670488,451037.1563,63802672,24,0,0,1,17,6,#NAME?,inf,0,2640.294189,20424.08398,Philippine Downy Mildew
20180707-IMG_1664__0,0.761679,14.352649,0.932792,0.0479,0.508806,3.117864,30830.82813,2417299.75,22,1,0,0,18,3,0,#NAME?,inf,3071.861084,20448.33398,Philippine Downy Mildew
20180707-IMG_1664__1,0.762085,8.202847,0.945599,0.049414,0.479117,2.878146,22131.16016,1559175,39,1,0,1,33,4,0,inf,1050.5,2274.530273,28510.5,Philippine Downy Mildew
20180707-IMG_1664__2,0.164839,148.837143,0.747584,0.213076,1.842579,42.291309,2545165.25,458758592,102,1,0,1,93,7,0,inf,697,1282.526855,29022.78516,Philippine Downy Mildew
20180707-IMG_1664__3,0.615564,16.748661,0.895341,0.082652,0.787206,4.847822,38709.99219,2784662.25,52,0,0,0,46,6,#NAME?,#NAME?,#NAME?,1163.521729,46337.91797,Philippine Downy Mildew
20180707-IMG_1665__0,0.914081,2.968996,0.985678,0.014339,0.167065,1.424801,16196.31934,1259419,11,0,0,0,9,2,#NAME?,#NAME?,#NAME?,3135,13010,Philippine Downy Mildew
20180707-IMG_1665__1,0.581807,21.173656,0.924453,0.083468,0.783513,9.793441,177876.2031,18115492,22,2,1,2,13,4,62584.75,10468.5,676.5,1538.769287,29435.25,Philippine Downy Mildew
20180707-IMG_1665__2,0.658461,14.552528,0.940547,0.062899,0.671575,7.240012,138527.1094,15010677,37,1,0,2,32,2,0,inf,419.75,1948.921875,29785.25,Philippine Downy Mildew
20180707-IMG_1665__3,0.694481,11.827116,0.938847,0.056797,0.585899,5.247118,61392.21875,4998149.5,23,1,0,3,18,1,0,inf,397.166656,743.472229,24801.5,Philippine Downy Mildew
20180707-IMG_1666__0,0.861617,11.408016,0.968353,0.026497,0.291639,2.871353,58594.86328,6395781.5,29,3,0,0,24,2,0,#NAME?,inf,2734.270752,60049.5,Gray Leaf Spot
20180707-IMG_1666__1,0.971685,2.825353,0.990746,0.004886,0.069091,0.393671,5182.659668,448058.5,10,2,0,0,7,1,0,#NAME?,inf,1538.571411,39967,Gray Leaf Spot
20180707-IMG_1666__2,0.869997,9.301349,0.971222,0.025454,0.272703,2.674696,51472.01172,5482701.5,26,2,0,0,19,5,0,#NAME?,inf,1871.631592,33584.5,Gray Leaf Spot
20180707-IMG_1666__3,0.921373,6.634804,0.980611,0.01392,0.174279,1.444234,26156.05078,2673860.25,29,8,0,0,20,1,0,#NAME?,inf,1430.275024,15053,Gray Leaf Spot
20180707-IMG_1667__0,0.619934,4.380542,0.955906,0.062244,0.649603,5.944187,47269.00781,3208020,18,2,0,0,13,3,0,#NAME?,inf,2388.769287,12142.83301,Gray Leaf Spot
20180707-IMG_1667__1,0.773865,11.262094,0.957293,0.044089,0.443718,4.708982,86562.55469,8982668,40,9,1,0,25,5,13907.38867,0,inf,2149.97998,35147.19922,Gray Leaf Spot
20180707-IMG_1667__2,0.57404,11.440717,0.932502,0.085088,0.818478,8.386878,132215.3906,13341017,34,2,0,0,29,3,0,#NAME?,inf,2258,20442,Gray Leaf Spot
20180707-IMG_1667__3,0.77688,11.328784,0.957623,0.042985,0.44533,4.386916,79452.24219,8334542.5,37,3,0,0,27,7,0,#NAME?,inf,1825.259277,17590.57227,Gray Leaf Spot
20180707-IMG_1668__0,0.242852,95.984955,0.830738,0.183035,1.573973,35.322773,1860879.75,318198688,83,2,0,0,78,3,0,#NAME?,inf,879.006409,17649.66602,Philippine Downy Mildew
20180707-IMG_1668__1,0.982022,3.837312,0.994998,0.003181,0.040104,0.414881,15898.91992,2247594.25,6,0,0,0,4,2,#NAME?,#NAME?,#NAME?,1302.75,11108.5,Philippine Downy Mildew
20180707-IMG_1668__2,0.661081,13.492465,0.943173,0.054197,0.565722,7.134212,107048.4375,9449762,31,0,1,0,27,3,inf,0,#NAME?,1429.370361,37407.5,Philippine Downy Mildew
20180707-IMG_1668__3,0.964892,7.778234,0.99038,0.006109,0.072734,0.789033,30386.07617,4310303,26,2,0,0,22,2,0,#NAME?,inf,853.886353,19335.75,Philippine Downy Mildew
20180707-IMG_1669__0,0.947563,1.830774,0.989264,0.010503,0.119728,0.881723,13784.65332,1340374,6,1,0,1,4,0,0,inf,737.5,1045.75,#NAME?,Gray Leaf Spot
20180707-IMG_1669__1,0.705023,3.508678,0.934157,0.061769,0.540373,2.134775,5181.947754,199763.2813,28,0,0,2,26,0,#NAME?,inf,0,1492.769287,#NAME?,Gray Leaf Spot
20180707-IMG_1669__2,0.976232,4.55807,0.994127,0.003676,0.051022,0.626908,24952.73047,3577767.5,8,0,0,0,7,1,#NAME?,#NAME?,#NAME?,731,45130,Gray Leaf Spot
20180707-IMG_1669__3,0.441149,69.449203,0.895217,0.078573,0.843552,20.427534,774964.9375,108428344,59,0,0,0,51,8,#NAME?,#NAME?,#NAME?,1682.088257,28222.4375,Philippine Downy Mildew
20180707-IMG_1670__0,0.572813,17.339018,0.93262,0.080539,0.768089,11.090064,230281.8438,24446478,39,1,0,1,30,7,0,inf,5050,1911.56665,28573.71484,Philippine Downy Mildew
20180707-IMG_1670__1,0.230236,143.406738,0.82241,0.179109,1.496987,38.389511,2268214.75,402352000,54,0,0,0,52,2,#NAME?,#NAME?,#NAME?,1003.048096,13560.5,Philippine Downy Mildew
20180707-IMG_1670__2,0.426151,27.820129,0.91847,0.095978,0.991645,18.274563,483634.0938,57200772,38,0,0,1,32,5,#NAME?,inf,0,1782.921875,28727.59961,Philippine Downy Mildew
20180707-IMG_1670__3,0.72224,69.695122,0.918035,0.049475,0.482761,7.057715,269320.7188,38042668,36,1,1,2,29,3,371748.5,6114,126.75,1012.155151,40217.33203,Philippine Downy Mildew
20180707-IMG_1671__0,0.85168,29.08811,0.963808,0.023961,0.263538,3.830655,147501.7344,20825402,51,1,0,1,47,2,0,inf,780.5,772.819153,52038,Gray Leaf Spot
20180707-IMG_1671__1,0.946995,14.67687,0.98373,0.009608,0.107675,1.153591,43463.375,6133264,25,1,0,0,22,2,0,#NAME?,inf,1322.477295,62590.75,Gray Leaf Spot
20180707-IMG_1671__2,0.921982,3.56155,0.974553,0.014139,0.171817,0.661309,3150.112549,166859.4688,1,0,1,0,0,0,inf,0,#NAME?,#NAME?,#NAME?,Gray Leaf Spot
20180707-IMG_1671__3,0.984289,1.085326,0.995556,0.003133,0.036929,0.192889,2103.438477,161574.1875,12,0,0,0,12,0,#NAME?,#NAME?,#NAME?,2056.541748,#NAME?,Gray Leaf Spot
20180707-IMG_1672__0,0.878888,3.087293,0.98462,0.020726,0.234036,2.331104,34178.27734,3157800.25,4,1,0,0,2,1,0,#NAME?,inf,2541.5,13900.5,Philippine Downy Mildew
20180707-IMG_1672__1,0.978918,1.065354,0.996132,0.003918,0.048661,0.368896,5024.421387,433446.5,2,0,0,0,1,1,#NAME?,#NAME?,#NAME?,329,12262.5,Philippine Downy Mildew
20180707-IMG_1672__2,0.889785,5.336108,0.971805,0.022316,0.22398,1.512878,14854.58887,1090661.5,18,0,0,1,16,1,#NAME?,inf,0,1801.40625,17382,Philippine Downy Mildew
20180707-IMG_1672__3,0.84935,23.857962,0.967117,0.022009,0.26383,4.301476,170104.0625,24229586,22,0,1,0,20,1,inf,0,#NAME?,1006.849976,12202,Philippine Downy Mildew
20180707-IMG_1673__0,0.717077,17.153475,0.916503,0.056533,0.587698,3.112962,22237.02344,1523780.875,23,0,0,2,20,1,#NAME?,inf,0,1347.574951,13347,Philippine Downy Mildew
20180707-IMG_1673__1,0.614354,40.395298,0.854929,0.073331,0.813264,4.00705,32107.17969,2352047.5,96,0,1,0,91,4,inf,0,#NAME?,967.109863,15692.375,Philippine Downy Mildew
20180707-IMG_1673__2,0.827218,11.275123,0.946199,0.033705,0.372849,1.951406,16659.30078,1232464.5,21,1,0,0,19,1,0,#NAME?,inf,1564.157837,26931,Philippine Downy Mildew
20180707-IMG_1673__3,0.576977,25.34799,0.872523,0.088924,0.874473,4.430826,28780.14063,1986881.125,54,0,1,0,46,7,inf,0,#NAME?,932.934753,36973.5,Philippine Downy Mildew
20180707-IMG_1674__0,0.872454,13.350589,0.958221,0.022165,0.293632,2.364752,43247.91016,4478414,16,0,0,1,11,4,#NAME?,inf,0,879,39098.25,Philippine Downy Mildew
20180707-IMG_1674__1,0.835163,14.099821,0.950672,0.031473,0.352502,2.787124,44654.64063,4265194,31,0,0,0,31,0,#NAME?,#NAME?,#NAME?,1358.661255,#NAME?,Philippine Downy Mildew
20180707-IMG_1674__2,0.873518,13.10907,0.95805,0.021733,0.294459,2.098702,35842.02344,3670651.75,22,0,0,0,20,2,#NAME?,#NAME?,#NAME?,1091.25,20463.5,Philippine Downy Mildew
20180707-IMG_1674__3,0.714218,32.707596,0.916274,0.049595,0.581151,6.130322,143896.2969,16446320,68,1,0,0,59,8,0,#NAME?,inf,1678.440674,30797.75,Philippine Downy Mildew
20180707-IMG_1675__0,0.780832,23.907768,0.937802,0.038241,0.459248,4.633619,104207.2109,11695989,25,0,0,0,22,3,#NAME?,#NAME?,#NAME?,2450.977295,17158.16602,Philippine Downy Mildew
20180707-IMG_1675__1,0.900839,10.415854,0.980123,0.017908,0.194998,2.567782,76757.40625,9588429,15,0,1,1,11,2,inf,235,0,1013.318176,40475,Philippine Downy Mildew
20180707-IMG_1675__2,0.2813,27.999464,0.9016,0.141395,1.27747,37.496948,2014963.375,336478784,45,0,0,0,42,3,#NAME?,#NAME?,#NAME?,958.452393,17737,Philippine Downy Mildew
20180707-IMG_1675__3,0.134546,149.79213,0.803648,0.210172,1.567975,53.212502,3408301,617755712,117,0,2,0,113,2,inf,0,#NAME?,1217.575195,28733.5,Philippine Downy Mildew
20180707-IMG_1676__0,0.71981,19.073767,0.911833,0.054806,0.589988,3.121748,25394.54297,1862756,32,2,0,1,25,4,0,inf,3683.5,1029.719971,26119.5,Philippine Downy Mildew
20180707-IMG_1676__1,0.314438,19.876839,0.825036,0.166372,1.348257,8.146739,41570.18359,2399537,62,1,1,2,47,11,3499,175350.5,324.75,967.457458,34234.27344,Philippine Downy Mildew
20180707-IMG_1676__2,0.733128,14.908841,0.924808,0.052473,0.562002,3.066591,29666.95117,2386474,33,6,0,0,23,4,0,#NAME?,inf,1175.891357,20045.5,Philippine Downy Mildew
20180707-IMG_1676__3,0.381323,13.501305,0.87145,0.131458,1.15205,5.975829,23470.35547,1281195.5,27,0,0,1,24,2,#NAME?,inf,0,1992.916626,50624.5,Philippine Downy Mildew
20180707-IMG_1677__0,0.301934,9.423019,0.889748,0.15449,1.410551,24.700928,820054.375,116128968,11,1,0,1,9,0,0,inf,671,1916.222168,#NAME?,Philippine Downy Mildew
20180707-IMG_1677__1,0.930327,6.121975,0.984674,0.012767,0.144565,1.428539,28484.60156,2931483.75,26,2,0,1,19,4,0,inf,2541,1550,24666.5,Philippine Downy Mildew
20180707-IMG_1677__2,0.233794,54.864887,0.840026,0.183224,1.589289,36.180923,1800444.125,298356224,48,0,1,0,39,8,inf,0,#NAME?,1564.602539,36413.5,Philippine Downy Mildew
20180707-IMG_1677__3,0.3656,92.096245,0.867754,0.141664,1.180782,31.337086,1926290.125,343472704,109,1,0,1,105,2,0,inf,2244,1160.919067,41001,Philippine Downy Mildew
20180707-IMG_1678__0,0.177687,51.617153,0.849985,0.187132,1.690013,40.706383,2000532.125,328276352,34,1,0,1,31,1,0,inf,4688.5,1250.677368,20034,Philippine Downy Mildew
20180707-IMG_1678__1,0.448765,90.095757,0.887315,0.114598,1.020776,25.730799,1595025.5,285904448,76,0,1,0,71,4,inf,0,#NAME?,1172.394409,33683.625,Philippine Downy Mildew
20180707-IMG_1678__2,0.618187,39.514111,0.8727,0.073388,0.821749,5.648349,76461.66406,6992341.5,32,1,0,1,27,3,0,inf,691,1349.370361,36789.16797,Philippine Downy Mildew
20180707-IMG_1678__3,0.986529,0.854326,0.996165,0.002612,0.034733,0.159957,1473.186157,109698.5547,5,0,0,1,3,1,#NAME?,inf,0,524,23178,Philippine Downy Mildew
20180707-IMG_1679__0,0.911739,2.53146,0.986734,0.015779,0.167287,1.486876,16107.90234,1239572.125,12,0,0,3,9,0,#NAME?,inf,0,2397.5,#NAME?,Philippine Downy Mildew
20180707-IMG_1679__1,0.984121,1.523535,0.995683,0.003254,0.037365,0.247893,3640.445313,322416.5938,17,2,0,0,15,0,0,#NAME?,inf,1006.366638,#NAME?,Philippine Downy Mildew
20180707-IMG_1679__2,0.802388,5.707058,0.971228,0.037728,0.355372,3.932399,54007.73438,4696468,7,0,0,0,5,2,#NAME?,#NAME?,#NAME?,617.099976,27198.75,Philippine Downy Mildew
20180707-IMG_1679__3,0.604803,10.065972,0.944653,0.064107,0.630158,7.468391,79471.46875,5915221.5,8,1,0,0,4,3,0,#NAME?,inf,913.5,58197,Philippine Downy Mildew
20180707-IMG_1680__0,0.594437,2.605325,0.952305,0.074412,0.668096,5.838005,37275.14063,2308905.25,9,0,0,0,8,1,#NAME?,#NAME?,#NAME?,2673.625,10707,Philippine Downy Mildew
20180707-IMG_1680__1,0.591679,12.992233,0.942135,0.068509,0.738954,8.901213,161609,17457376,26,0,0,0,22,4,#NAME?,#NAME?,#NAME?,2270.79541,18078.625,Philippine Downy Mildew
20180707-IMG_1680__2,0.513543,9.316637,0.934716,0.092022,0.866203,9.131627,124875.9141,12267516,21,0,0,0,18,3,#NAME?,#NAME?,#NAME?,2558.583252,24323.83398,Philippine Downy Mildew
20180707-IMG_1680__3,0.813027,35.539829,0.955253,0.029349,0.323562,5.096497,200635,28602488,27,1,1,1,24,0,320004.5,1298.5,648,1199.25,#NAME?,Philippine Downy Mildew
20180707-IMG_1681__0,0.627557,29.610817,0.914451,0.075837,0.738289,9.164527,222068.4844,25805236,48,1,0,3,41,3,0,inf,529.166687,1128.658569,41043.5,Philippine Downy Mildew
20180707-IMG_1681__1,0.641064,110.963379,0.881911,0.069329,0.621103,8.893404,333366.9375,46905476,65,1,0,0,57,7,0,#NAME?,inf,922.903503,23474.64258,Philippine Downy Mildew
20180707-IMG_1681__2,0.836036,10.999345,0.96313,0.031356,0.320748,2.97885,43759.5,3910621.25,50,1,0,2,43,4,0,inf,327.5,2082.186035,46815.75,Philippine Downy Mildew
20180707-IMG_1681__3,0.562206,29.356724,0.903711,0.091981,0.839216,10.353004,207488.2188,22168730,58,2,0,1,49,6,0,inf,3691,1621.316284,38332.33203,Philippine Downy Mildew
20180707-IMG_1682__0,0.903932,6.004299,0.973912,0.019333,0.208112,1.496001,17797.05273,1471393.875,21,0,0,0,16,5,#NAME?,#NAME?,#NAME?,1871.53125,30179.19922,Philippine Downy Mildew
20180707-IMG_1682__1,0.828233,16.701395,0.943587,0.031274,0.374736,2.554657,32302.91016,2802314.75,28,0,1,0,23,4,inf,0,#NAME?,2550.065186,27971.25,Philippine Downy Mildew
20180707-IMG_1682__2,0.909638,14.37266,0.976143,0.017002,0.191254,2.148947,62416.44141,7781388.5,34,2,0,0,28,4,0,#NAME?,inf,1437.857178,26424.625,Philippine Downy Mildew
20180707-IMG_1682__3,0.789297,66.527443,0.933115,0.038869,0.374974,4.760943,179386.3438,25375576,99,1,0,1,93,4,0,inf,756,1077.612915,30028.625,Philippine Downy Mildew
20180707-IMG_1683__0,0.974751,2.948673,0.992641,0.004881,0.062112,0.5117,11823.41602,1341740.25,23,2,0,0,21,0,0,#NAME?,inf,2054.214355,#NAME?,Gray Leaf Spot
20180707-IMG_1683__1,0.647357,28.829689,0.923157,0.071775,0.66948,9.342257,230125.0781,26453030,40,2,3,0,27,8,162192,0,inf,1931.036987,23771.0625,Philippine Downy Mildew
20180707-IMG_1683__2,0.942688,6.92097,0.985063,0.010404,0.119882,1.085071,22586.82422,2371398,23,3,0,1,17,2,0,inf,2899.5,1713.735352,31474.75,Philippine Downy Mildew
20180707-IMG_1683__3,0.927352,7.004414,0.981254,0.012799,0.143897,1.230093,21524.59961,2065211.75,37,1,0,1,32,3,0,inf,2329,1294.78125,29357.16602,Philippine Downy Mildew
20180707-IMG_1684__0,0.780108,30.53352,0.919857,0.037063,0.49884,3.294223,50097.76172,4933219.5,27,0,0,2,23,2,#NAME?,inf,0,1134.021729,25949.25,Philippine Downy Mildew
20180707-IMG_1684__1,0.709029,35.010334,0.895913,0.051808,0.653577,4.701684,71563.94531,6983400,11,0,0,1,9,1,#NAME?,inf,0,1644.944458,38343.5,Philippine Downy Mildew
